,Unnamed: 0,smiles,pXC50,Original_Entry_ID,DB,MW,HA,HD,logP,Lipinski rule
874,40858,S\1C(C(=O)N(/C1=N/C2=C(N(N(C2=O)C3=CC=CC=C3)C)C)CC=C)CC(=O)O,5.14720296859741,2938255,pubchem,400.46,7,1,2.07662,True
876,41097,O(C1=CC(=CC=C1O)C=NN2C=NN=C2)CC,5.14748907089233,5334054,pubchem,232.243,6,1,1.2646,True
877,41338,O(C=1C(O)=CC=C(C1)/C=N/N2C=NN=C2)CC,5.14748907089233,CHEMBL3193668,chembl20,232.243,6,1,1.2646,True
879,41345,S(CC(=O)N(CC)CC)C=1N=C(O)C(CC)=C(O)N1,5.1475682258606,796354,pubchem,285.369,6,2,1.4107,True
880,41547,S(C=1N=C(O)C(=C(O)N1)CC)CC(=O)N(CC)CC,5.1475682258606,CHEMBL1714334,chembl20,285.369,6,2,1.4107,True
883,41753,FC(F)(F)C=1C=C(C=2OC(=C(N2)CN3[C@@H](CCC3)CO)C)C=CC1,5.14771032333374,CHEMBL1492234,chembl20,340.345,4,1,3.62552,True
884,41758,S(C=1N(C=CN1)CCC)CC(=O)N=C2C(=O)N(N(C2C)C)C3=CC=CC=C3,5.14777374267578,CHEMBL1370484,chembl20,385.493,6,0,2.6349,True
886,41762,S(C=1N(CCC)C=CN1)CC(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C,5.14777374267578,9262732,pubchem,385.493,6,0,2.6349,True
888,41892,S=C(N=C1C=C(C=CC1)C(O)=O)NN=CC=2C=C(OC)C(O)=CC2,5.14789772033691,6259539,pubchem,345.38,5,3,2.0211,True
889,42094,FC(F)(F)C1=NN(C(N2C(O)=C3C(C4CC3C=C4)=C2O)=C1C5=CC=CC=C5)C,5.14830207824707,2740961,pubchem_screening,387.361,5,2,4.4485,True
890,42096,C(C(NCC1=CC2=CC=CC=C2C=C1)O)([C@@H](CC3CCCCC3)N)=O,5.14858198165894,CHEMBL172634,chembl20,340.467,4,3,3.1146,True
892,42101,N1(C(CCCC1)CC)CC=2C=CC(N)=CC2,5.14872264862061,3158971,pubchem,218.344,2,1,3.0333,True
893,42304,N=1C2=C(C3=NC(C4=CC=CO4)=NN3C1N)C=NN2CCC=5C=CC(=CC5)N,5.14875173568726,CHEMBL22316,chembl20,360.381,9,2,2.1411,True
895,42307,N1(N=C(/N=C/N(CC)CC)CC1)C2=CC=CC=C2,5.14880084991455,2850069,pubchem_screening,244.342,3,0,2.5803,True
896,42310,C=1C=CC=2C=C(C=CC2C1)NC(=O)NC3CCN(CC3)CC=4CCCCCCC4,5.14881706237793,CHEMBL244610,chembl20,391.559,2,2,5.70630000000001,False
897,42312,O=C(NC1CCN(CC1)CC=2CCCCCCC2)NC3=CC4=C(C=C3)C=CC=C4,5.14881706237793,9886775,pubchem,391.559,2,2,5.70630000000001,False
898,42313,C1=C(N)C=CC(C[C@@H](C(O)=NO)N)=C1,5.14883184432983,CHEMBL219917,chembl20,195.222,4,4,0.4843,True
899,42314,O=C(NC1=C2C(=NC=3C1=CC=CC3)N(CC2)C)CN(CC)CC,5.14888477325439,CHEMBL1578416,chembl20,312.417,4,1,2.5074,True
901,42323,O=C(NC1=C2CCN(C2=NC=3C1=CC=CC3)C)CN(CC)CC,5.14888477325439,23724271,pubchem,312.417,4,1,2.5074,True
902,42481,C=1(N=C(SC1)NC=2C=CC(=CC2)CCN3[C@H](C[C@H](CC3)O)CO)C4CCCC4,5.14889240264893,CHEMBL2409846,chembl20,401.576,6,3,3.9044,True
905,42515,S(C=1N(C(O)=C2N=C3C(=C2N1)C=CC=C3)C)CCC,5.14890289306641,CHEMBL1870343,chembl20,273.361,5,1,3.2808,True
906,42516,S(C=1N2C(C=3C(=NN(C3O)C4=CC=CC=C4)N1)=CCCCC2)CC(=O)C5=CC(O)=C(O)C=C5,5.14907264709473,CHEMBL1356184,chembl20,462.531,9,3,4.43310000000001,True
908,42535,S(C=1N2C(=CCCCC2)C=3C(N1)=NN(C3O)C4=CC=CC=C4)CC(=O)C=5C=C(O)C(O)=CC5,5.14907264709473,2090567,pubchem,462.531,9,3,4.43310000000001,True
909,42631,C1=CC2=NC=C(C=3C=C(OC(F)(F)F)C=CC3)N2N=C1NCC4CCN(CC4)C(C)C,5.14908218383789,CHEMBL1952332,chembl20,433.478,6,1,4.8272,True
910,42632,C=12N(N=CC1C(SC)=NC(=N2)SC(C(=O)N)CC)C=3C=CC=CC3,5.14915752410889,CHEMBL133741,chembl20,359.48,7,1,2.8934,True
912,42637,FC(F)(F)C=1N(C(CC)C(=O)O)C=2C(N1)=CC=CC2,5.14922952651978,646477,pubchem,272.226,3,1,3.0908,True
913,42881,FC(F)(F)C=1N(C=2C(N1)=CC=CC2)C(C(O)=O)CC,5.14922952651978,CHEMBL1712423,chembl20,272.226,3,1,3.0908,True
914,42882,OC1=C(C=CC(N(CC)CC)=C1)/C=N/N=C(N)N,5.14923620223999,CHEMBL1966241,chembl20,249.318,4,3,0.8457,True
916,42903,OC=1C=C(N(CC)CC)C=CC1C=NN=C(N)N,5.14923620223999,10467247,pubchem,249.318,4,3,0.8457,True
918,43102,S1/C(/N(CC)C(=O)C1)=N\N2C=NN=C2,5.14931583404541,9619326,pubchem,211.25,6,0,-0.0075,True
919,43305,S1/C(/N(C(=O)C1)CC)=N\N2C=NN=C2,5.14931583404541,CHEMBL3193876,chembl20,211.25,6,0,-0.0075,True
921,43312,S1C=C(O)C(C(=NCCCC)C)=C1O,5.14933395385742,5310750,pubchem,213.302,4,2,2.7684,True
922,43556,S1C(O)=C(C(O)=C1)/C(=N/CCCC)/C,5.14933395385742,CHEMBL2135374,chembl20,213.302,4,2,2.7684,True
924,43560,FC(F)(F)C=1N2N=CC(=C2N=C(C1)C=3C=CC=CC3)C(O)=O,5.14936447143555,804063,pubchem,307.231,4,1,3.1133,True
925,43767,FC(F)(F)C=1N2N=CC(=C2N=C(C1)C=3C=CC=CC3)C(=O)O,5.14936447143555,CHEMBL1303673,chembl20,307.231,4,1,3.1133,True
926,43770,S(C=1N(C(O)=C2N=C3C(=C2N1)C=CC=C3)C4=CC(C(F)(F)F)=CC=C4)CC(=O)N5CCCC5,5.14944982528687,CHEMBL1884698,chembl20,472.492,6,1,4.9642,True
928,43773,S(CC(=O)N1CCCC1)C=2N(C(O)=C3N=C4C(=C3N2)C=CC=C4)C=5C=C(C=CC5)C(F)(F)F,5.14944982528687,2156312,pubchem_screening,472.492,6,1,4.9642,True
929,43808,O(C(=O)N1CCC(NC2=NC=NC=3N(N=CC32)C4=CC=CC=C4)CC1)CC,5.14945554733276,CHEMBL1400339,chembl20,366.425,7,1,2.8483,True
931,43821,O(C(=O)N1CCC(NC=2N=CN=C3N(N=CC23)C4=CC=CC=C4)CC1)CC,5.14945554733276,1308631,pubchem,366.425,7,1,2.8483,True
932,44043,S(O)(=O)(N=CCN1CCC(CCC(C2=C(C=C(C(=C2)Cl)N)OC)=O)CC1)C,5.14948177337647,CHEMBL83899,chembl20,417.959,5,3,2.711,True
934,44052,ClC1=CC(C(=O)CCC2CCN(CC2)CC=NS(O)(=O)C)=C(OC)C=C1N,5.14948177337647,133076,pubchem_screening,417.959,5,3,2.711,True
935,44079,C1=C(C(=C(C=C1NC(C2=NC3=C(C(=CC=C3C=C2)C(O)=O)O)=O)O)O)OC,5.14950180053711,CHEMBL83746,chembl20,370.317,7,5,2.3107,False
937,44083,S(CCCC)/C(=N/N=CC1=C(O)C=CC=C1)/N,5.14961957931519,5334234,pubchem,251.355,4,2,2.5741,True
938,44290,S(C(=N/N=C/C1=C(O)C=CC=C1)N)CCCC,5.14961957931519,CHEMBL2369244,chembl20,251.355,4,2,2.5741,True
939,44306,P(=S)(CC1=CC2=C(C(O)=O)C=CC=C2C=C1)(O)O,5.14965009689331,CHEMBL122519,chembl20,282.257,2,3,2.3321,True
940,44307,S(CC(=O)N(CC)CC)C=1N=C(O)C(CC=C)=C(O)N1,5.14969778060913,846106,pubchem_screening,297.38,6,2,1.5768,True
942,44311,S(C(CC)C(OCC)=O)C1=NC=2N(N=CC2C(O)=N1)C3=CC=CC=C3,5.14975500106812,4196703,pubchem,358.423,8,1,2.9549,True
943,44551,S(C=1N=C2N(N=CC2=C(O)N1)C3=CC=CC=C3)C(C(OCC)=O)CC,5.14975500106812,CHEMBL1484452,chembl20,358.423,8,1,2.9549,True
945,44556,S(C=1N2C(=CCCCC2)C=3C(N1)=NN(C3O)C4=CC=CC=C4)CC,5.14980554580689,4882059,pubchem,340.452,6,1,4.1589,True
946,44765,S(C=1N2C(C=3C(=NN(C3O)C4=CC=CC=C4)N1)=CCCCC2)CC,5.14980554580689,CHEMBL1516894,chembl20,340.452,6,1,4.1589,True
947,44772,O/N=C(/C=1N(C=2C(N1)=CC=CC2)CC)\C#N,5.14996004104614,CHEMBL3210625,chembl20,214.228,5,1,1.75808,True
949,44785,ON=C(C=1N(C2=C(N1)C=CC=C2)CC)C#N,5.14996004104614,5410228,pubchem,214.228,5,1,1.75808,True
950,44982,SC(=NO)[C@@H](N)CC=1C=CC(O)=CC1,5.1500244140625,16094829,pubchem,212.274,4,4,0.9795,True
951,44983,C=1C(=CC=C(C1)C[C@@H](C(O)=NO)N)C#N,5.1500244140625,CHEMBL555149,chembl20,205.217,4,3,0.77378,True
952,44984,IC1=CC=C(C[C@H](N)C(O)=NO)C=C1,5.1500244140625,16094837,pubchem,306.103,3,3,1.5067,True
953,44985,C1=CC(C2CCC(CC2)=CCC(=NO)O)=CC=C1O,5.15003347396851,CHEMBL539156,chembl20,261.321,3,3,3.712,True
955,44989,Cl/C(=C/CN1C2=C(C(N=NC(=S)N)=C1O)C=CC=C2)/C,5.15004014968872,9593246,pubchem,308.794,4,2,3.8168,True
956,45185,Cl/C(=C/CN1C2=C(C(/N=N/C(=S)N)=C1O)C=CC=C2)/C,5.15004014968872,CHEMBL2369200,chembl20,308.794,4,2,3.8168,True
957,45203,FC(F)(F)C(=O)NC1=NN(C2=NC(=CN=C21)C3=CC=CC=C3)C,5.15004730224609,CHEMBL2133562,chembl20,321.262,5,1,2.5311,True
959,45207,FC(F)(F)C(=O)NC1=NN(C2=NC(C3=CC=CC=C3)=CN=C21)C,5.15004730224609,294644,pubchem,321.262,5,1,2.5311,True
960,45270,S=1(O)(O)=CC(CC1)CNC(=O)C2=CC=3N=C(N(C3C(N=C(O)C=4C(OC)=CC=CC4)=C2)C)CC,5.15015172958374,45167162,pubchem,484.578,7,4,3.8853,True
961,45272,OC=1N(C(O)=C2C1CCCC2)C(C(O)=O)CC=3C=CC(O)=CC3,5.15022277832031,CHEMBL1599865,chembl20,317.341,5,4,2.3521,True
963,45277,OC=1N(C(O)=C2C1CCCC2)C(CC=3C=CC(O)=CC3)C(=O)O,5.15022277832031,3592392,pubchem,317.341,5,4,2.3521,True
964,45464,O=C1N(C=NC=2N(C3=NC=4C(N=C3C21)=CC=CC4)CCCC)C(CC)C,5.15028619766235,CHEMBL1589171,chembl20,349.438,6,0,4.0655,True
966,45476,O=C1N(C(CC)C)C=NC=2N(CCCC)C3=NC=4C(N=C3C21)=CC=CC4,5.15028619766235,663637,pubchem,349.438,6,0,4.0655,True
969,45910,BrC=1N2C(=NC1CN(CC)CC)N=CC=C2,5.15036630630493,CHEMBL1454979,chembl20,283.173,4,0,2.3336,True
972,46126,S=C(N1C(CCC1)CO)NC=2C=CC=CC2,5.15048837661743,CHEMBL1601927,chembl20,236.34,2,2,1.8401,True
974,46131,BrC1=C2N(N=C1C(=O)N=C3C(N(N(C3=O)C4=CC=CC=C4)C)C)C(=CC(=N2)C=5C=CC=CC5)C(F)(F)F,5.15050649642944,1019734,pubchem,571.357,6,0,5.0409,False
975,46330,BrC1=C2N(N=C1C(=O)N=C3C(=O)N(N(C3C)C)C4=CC=CC=C4)C(C(F)(F)F)=CC(=N2)C=5C=CC=CC5,5.15050649642944,CHEMBL1331781,chembl20,571.357,6,0,5.0409,False
976,46334,N1=C(N2N=C(C3=CC=CO3)N=C2C=4N=CN(C41)CCC)N,5.15052318572998,CHEMBL248298,chembl20,283.295,8,1,1.7262,True
978,46338,N1(CCC(CC1)CC2=CC=CC=C2)C3=NC=NC=4N(N=CC34)C,5.15054988861084,1473102,pubchem,307.401,5,0,2.8224,True
979,46538,N1(C=2N=CN=C3N(N=CC23)C)CCC(CC1)CC4=CC=CC=C4,5.15054988861084,CHEMBL1432319,chembl20,307.401,5,0,2.8224,True
980,46544,C(C1=CC2=CC=CC=C2C=C1)(O)=NO,5.15061283111572,CHEMBL156672,chembl20,187.198,2,2,2.5336,True
981,46545,OC(=NO)C1=CC=2C(C=C1)=CC=CC2,5.15061283111572,25164,pubchem,187.198,2,2,2.5336,True
982,46546,N1(C(=NC(=C1O)CCCN=C(N)N)O)[C@@H](C(N2CCC3(CC2)C4=C(C=CC=C4)CC3)=O)CC=5C=CC(=CC5)O,5.15064334869385,CHEMBL303940,chembl20,532.645000000001,7,5,2.4963,False
983,46547,BrC1=CC(/C=N/C=2N(C=3C(N2)=CC=CC3)CCN(CC)CC)=C(O)C=C1,5.1506838798523,CHEMBL3189702,chembl20,415.335,5,1,4.59680000000001,True
985,46554,BrC1=CC(C=NC=2N(CCN(CC)CC)C=3C(N2)=CC=CC3)=C(O)C=C1,5.1506838798523,5435919,pubchem,415.335,5,1,4.5968,True
986,46759,O=C1N(N=C2N1C=NC3=C2C=CC=C3)CN4CCC(CC4)C,5.15093421936035,16669326,pubchem_screening,297.362,6,0,1.7336,True
988,46761,CCN1CCC(CC(=O)NC2=NNC3=NC(C4=CC=CS4)=C(Br)C=C23)CC1,5.15093755722046,CHEMBL2062290,chembl20,448.39,5,2,4.5094,True
990,46773,S(CC(=O)N(CC)CC)C1=NC=NC=2N(N=CC21)C3=CC=CC=C3,5.15093755722046,862680,pubchem,341.44,6,0,2.776,True
991,46973,S(C1=NC=NC=2N(N=CC21)C3=CC=CC=C3)CC(=O)N(CC)CC,5.15093755722046,CHEMBL1421652,chembl20,341.44,6,0,2.776,True
993,46983,S(CC(=O)N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)CC(=O)NC3=CC4=C(C=C3)C=CC=C4,5.1510648727417,1258170,pubchem_screening,460.559,5,1,3.7612,True
995,46989,S(CC(=O)N1CCOCC1)C2=NC=3N(N=CC3C(O)=N2)C4=CC=CC=C4,5.15114641189575,2152945,pubchem,371.422,8,1,1.472,True
996,47226,S(C1=NC=2N(N=CC2C(O)=N1)C3=CC=CC=C3)CC(=O)N4CCOCC4,5.15114641189575,CHEMBL1388004,chembl20,371.422,8,1,1.472,True
998,47231,S(C=1N=C(O)C(CC)=C(O)N1)CC(=O)C=2C=CC=CC2,5.1514744758606,1379288,pubchem_screening,290.344,6,2,2.4252,True
999,47234,FC(F)(F)C=1N2N=CC(=C2N=C(C1)C=3OC=CC3)C(=O)O,5.15156984329224,CHEMBL1343668,chembl20,297.192,5,1,2.7063,True
1001,47247,FC(F)(F)C=1N2N=CC(=C2N=C(C1)C=3OC=CC3)C(O)=O,5.15156984329224,659606,pubchem,297.192,5,1,2.7063,True
1003,47477,S(C1=C(O)C=2C(N=C1O)=CC=CC2)CC(=O)O,5.15168428421021,54677164,pubchem,251.263,5,3,1.8227,True
1004,47671,S(C1=C(O)C=2C(N=C1O)=CC=CC2)CC(O)=O,5.15168428421021,CHEMBL1461030,chembl20,251.263,5,3,1.8227,True
1005,47681,C=1(C=CSC1)/C=C(/C(=N/O)/CC)\C,5.15169477462769,CHEMBL1085944,chembl20,195.287,3,1,3.3916,True
1007,47685,S1C(/C=C/C(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)=CC=C1,5.15170049667358,827636,pubchem,339.42,4,0,3.011,True
1008,47898,C1(C(C(C)N(C)N1C=2C=CC=CC2)=NC(/C=C/C3=CC=CS3)=O)=O,5.15170049667358,CHEMBL1831261,chembl20,339.42,4,0,3.011,True
1009,47900,S1C(C=2N=CC(CN3CCC=4C(C3)=CC=CC4)=CC2)=CC=C1C(O)=NO,5.15177011489868,44418248,pubchem,365.458,5,2,4.0622,True
1011,47903,O(CCN(CC)CC)C(=O)C1=CC=C(N=CC2=C(O)N=C(O)N=C2O)C=C1,5.15193462371826,5553035,pubchem,374.397,9,3,1.8426,True
1012,48113,OC1=NC(O)=NC(O)=C1C=NC2=CC=C(C(OCCN(CC)CC)=O)C=C2,5.15193462371826,CHEMBL1543841,chembl20,374.397,9,3,1.8426,True
1014,48123,S(C(=S)N1CCCC1)CC(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C,5.15201997756958,464901,pubchem,390.534,5,0,2.35,True
1015,48258,S(CC(=O)N=C1C(=O)N(N(C1C)C)C2=CC=CC=C2)C(=S)N3CCCC3,5.15201997756958,CHEMBL1479328,chembl20,390.534,5,0,2.35,True
1016,48260,S(CC(=O)N1CCN(CC1)CC)C=2N=C(C=C(N2)C(F)(F)F)C=3SC=CC3,5.15204000473022,1152473,pubchem_screening,416.494,6,0,3.4801,True
1018,48264,BrC1=CC=C(CSCC(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)C=C1,5.15205907821655,2226940,pubchem,446.37,4,0,3.932,True
1019,48466,BrC1=CC=C(CSCC(=O)N=C2C(=O)N(N(C2C)C)C3=CC=CC=C3)C=C1,5.15205907821655,CHEMBL1364082,chembl20,446.37,4,0,3.932,True
1020,48470,OC=1C(=C(O)N=C2C1C=C(C=C2)CC)C3=CC=CC=C3,5.15223121643066,CHEMBL1882888,chembl20,265.312,3,2,3.8754,True
1022,48476,OC=1C=2C(N=C(O)C1C3=CC=CC=C3)=CC=C(C2)CC,5.15223121643066,54679018,pubchem,265.312,3,2,3.8754,True
1023,48636,S(O)(O)(N=CCN(CC)CC)=CC=1C=CC=CC1,5.15231132507324,CHEMBL3087805,chembl20,270.398,4,3,2.6474,True
1025,48640,S(C(=NC=1C=CC=CC1)C=2C(O)=COC2O)CC,5.15231943130493,1884227,pubchem,263.318,5,2,3.5222,True
1026,48886,S(/C(=N\C1=CC=CC=C1)/C2=C(OC=C2O)O)CC,5.15231943130493,CHEMBL3207776,chembl20,263.318,5,2,3.5222,True
1027,48891,C=12N(N=CC1C(S)=NC(=N2)SC(C(=O)N)CC)C=3C=CC=CC3,5.15233039855957,CHEMBL133225,chembl20,345.453,7,2,2.4602,True
1029,48894,OC=1N(CN2CCN(CC2)C)C3=C(C1N=NC(=O)C4=CC=CN=C4)C=CC=C3,5.15234565734863,5347182,pubchem_screening,378.436,7,1,2.8709,True
1030,48897,[C@H]1([C@H](NC(=O)C=2C=CC(=NC2)CN3C4=C(N=C3C(F)(F)F)C=CC=C4)CCOC1)C(O)=NO,5.15251874923706,CHEMBL1835556,chembl20,463.416,7,3,2.979,True
1031,48898,O=C1N(N(C(C1=NC(=O)CN2CCN(C3=CC=CC=C3)CC2)C)C)C4=CC=CC=C4,5.15255069732666,CHEMBL1392304,chembl20,405.502,5,0,2.0583,True
1033,48902,O=C(N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)CN3CCN(CC3)C4=CC=CC=C4,5.15255069732666,2462300,pubchem,405.502,5,0,2.0583,True
1035,49121,OC=1C(=C(N(CCCC)C1O)C2=CC=CC=C2)C(=O)C,5.15257549285889,2889530,pubchem,273.332,4,2,3.569,True
1036,49327,OC=1C(=C(N(C1O)CCCC)C2=CC=CC=C2)C(=O)C,5.15257549285889,CHEMBL1420169,chembl20,273.332,4,2,3.569,True
1037,49331,S=C(N1CCN(CC1)CC)NC2=CC(C(F)(F)F)=CC=C2,5.1528000831604,CHEMBL1599743,chembl20,317.38,2,1,3.0397,True
1039,49339,S=C(N1CCN(CC1)CC)NC2=CC(=CC=C2)C(F)(F)F,5.1528000831604,895910,pubchem,317.38,2,1,3.0397,True
1040,49544,C1(=NC=2C=C(C#CCN3CCC(CC=4C=C(F)C=CC4)CC3)C=CC2N1)O,5.15282583236694,CHEMBL19636,chembl20,363.436,3,2,3.7138,True
1041,49546,OC=1N=C(O)N=C(O)C1C(=NC2=C(N)C=CC=C2)CC,5.15289258956909,CHEMBL1418121,chembl20,274.28,7,4,1.7064,True
1043,49557,S(C=1N(CCCN2CCC(CC2)C)C(=O)C3=C(N1)C=CC=C3)CC(=O)NC=4C=CC(CC)=CC4,5.15313768386841,4444521,pubchem,478.662,6,1,4.8117,True
1044,49750,S(C=1N(C(=O)C2=C(N1)C=CC=C2)CCCN3CCC(CC3)C)CC(=O)NC=4C=CC(=CC4)CC,5.15313768386841,CHEMBL1469462,chembl20,478.662,6,1,4.8117,True
1045,49760,S1/C(/C(=O)N(C1=S)CC(=O)N=C2C=S(O)(O)=CC2)=C\C3=CC=CC=C3,5.15319156646729,CHEMBL1576181,chembl20,394.499,6,2,2.6141,True
1047,49767,S=1(O)(O)=CC(=NC(=O)CN2C(=O)/C(/SC2=S)=C/C3=CC=CC=C3)CC1,5.15319156646729,6225314,pubchem,394.499,6,2,2.6141,True
1048,49917,OS=1(O)=CC=2N=C(N=C(N3CCOC[C@@H]3C)C2C1)C4=CC=C(C=C4)N=C(NCC)O,5.15320444107056,CHEMBL2063753,chembl20,431.518,7,4,2.5885,True
1049,49919,OS=1(O)=CC=2N=C(N=C(N3CCOC[C@H]3C)C2C1)C4=CC=C(C=C4)N=C(NCC)O,5.15320444107056,CHEMBL2063752,chembl20,431.518,7,4,2.5885,True
1052,50163,N1(C=2C(N=C1/C=N/N3C=NN=C3)=CC=CC2)CC,5.1532473564148,CHEMBL3210593,chembl20,240.27,6,0,1.5299,True
1053,50170,C1=C(C=2C=CC=CC2)C(C=3C=CC(=CC3)CN4CCC(CC4)NC(NCC)=O)=NC=5C1=CN=C(SC)N5,5.15327167510986,CHEMBL252652,chembl20,512.683,6,2,5.36420000000001,False
1054,50172,FC(F)(F)C=1N2N=C(C=C2N=C(C1)C3=CC(OC)=CC=C3)C(=O)N=C4C(=O)N(N(C4C)C)C5=CC=CC=C5,5.15345287322998,CHEMBL1482391,chembl20,522.487,7,0,4.287,False
1056,50176,FC(F)(F)C=1N2N=C(C(=O)N=C3C(N(N(C3=O)C4=CC=CC=C4)C)C)C=C2N=C(C1)C5=CC(OC)=CC=C5,5.15345287322998,1247970,pubchem,522.487,7,0,4.287,False
1057,50380,S(C1=NC(=NN1)CC)CC(=O)N=C2C(=O)N(N(C2C)C)C3=CC=CC=C3,5.15351009368897,CHEMBL1698978,chembl20,372.454,6,1,1.7089,True
1058,50381,C1(=C(N(C)N=C1C)O)/C(/C=2C=CC=CC2)=N/CCC,5.15354490280151,CHEMBL3144687,chembl20,257.337,4,1,2.68152,True
1059,50382,N12C(C=3C=NN(C3N=C1N)CCCC=4C=C(O)C(=CC4)O)=NC(=N2)C=5OC=CC5,5.15368461608887,CHEMBL63520,chembl20,391.391,10,3,2.3602,False
1060,50384,O1C(C=2N=C3N(N2)C(=NC=4N(N=CC43)CCCC=5C=C(O)C(O)=CC5)N)=CC=C1,5.15368461608887,10572535,pubchem,391.391,10,3,2.3602,False
1061,50385,S1C(N=C2C(=O)N(N(C2C)C)C3=CC=CC=C3)=NC(C4=CC=CC=C4)=C1,5.15371370315552,CHEMBL1406887,chembl20,362.458,5,0,4.1647,True
1063,50390,S1C(N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)=NC(C4=CC=CC=C4)=C1,5.15371370315552,1535381,pubchem,362.458,5,0,4.1647,True
1064,50595,S(C1=NC(O)=C(C(O)=N1)C=2C=CC=CC2)CC(=O)NC=3SC(=NN3)CCCC,5.15376472473145,CHEMBL1519509,chembl20,417.516,9,3,3.4797,True
1066,50599,S1C(=NN=C1NC(=O)CSC2=NC(O)=C(C=3C=CC=CC3)C(O)=N2)CCCC,5.15376472473145,2215366,pubchem,417.516,9,3,3.4797,True
1067,50799,C1=CC(=CC=C1C(N[C@@H]2CCOC[C@@H]2C(=NO)O)=O)CC3=C(N=C4N3C=CC=C4)C(F)(F)F,5.15382957458496,CHEMBL255160,chembl20,462.428,6,3,3.4245,True
1069,50803,ClC(P(=O)(N(CC)CC)N(CC)CC)C=NC1=C(N(N(C1=O)C2=CC=CC=C2)C)C,5.15387487411499,657897,pubchem,453.955,5,0,4.62832,True
1070,51042,ClC(P(=O)(N(CC)CC)N(CC)CC)C=NC=1C(=O)N(N(C1C)C)C2=CC=CC=C2,5.15387487411499,CHEMBL1560030,chembl20,453.955,5,0,4.62832,True
1072,51054,S=1(O)(O)=CC2N(/C(/SC2C1)=N/C(=O)C(CC)CC)CCC3=CC(OC)=C(OC)C=C3,5.15395355224609,4890024,pubchem,454.614,6,2,3.7197,True
1073,51236,S=1(O)(O)=CC2N(/C(/SC2C1)=N/C(=O)C(CC)CC)CCC=3C=C(OC)C(OC)=CC3,5.15395355224609,CHEMBL3209193,chembl20,454.614,6,2,3.7197,True
1074,51239,OC1=NC(=NC=2CN(CCC21)CC3=CC=C(N(CC)CC)C=C3)C,5.15400362014771,16675662,pubchem_screening,326.444,5,1,2.89512,True
1076,51243,S1C(=NC(C=2C=C(C(=O)N(CC)CC)C=CC2)=C1)C(O)(C3=CC=CC=C3)C(F)(F)F,5.15401220321655,49778726,pubchem,434.483,4,1,5.0903,False
1077,51293,S1C(=NC(=C1)C=2C=C(C(=O)N(CC)CC)C=CC2)C(O)(C(F)(F)F)C3=CC=CC=C3,5.15401220321655,CHEMBL1894598,chembl20,434.483,4,1,5.09030000000001,False
1078,51299,C1(=C(C2=CC=CC=C2N1C)CC(O)=O)SSC3=C(C4=CC=CC=C4N3C)CC(O)=O,5.15413188934326,CHEMBL84141,chembl20,440.546,6,2,4.7236,True
1080,51303,O=C1N(N(C(C1=NC=2N=CN=C3N(N=CC23)C4=CC=CC=C4)C)C)C5=CC=CC=C5,5.15415668487549,1315303,pubchem,397.442,7,0,3.1701,True
1081,51544,O=C1N(N(C(C1=NC2=NC=NC=3N(N=CC32)C4=CC=CC=C4)C)C)C5=CC=CC=C5,5.15415668487549,CHEMBL1596395,chembl20,397.442,7,0,3.1701,True
1082,51547,C(=C/C(O)=NO)\C1=CC=CC2=C1N=C(N(C2=O)C3=CC=CC=C3)C,5.15426158905029,CHEMBL2425956,chembl20,321.336,5,2,3.05302,True
1083,51550,O=C1N(C(=NC2=C1C=CC=C2/C=C/C(O)=NO)C)C3=CC=CC=C3,5.15426158905029,71811293,pubchem,321.336,5,2,3.05302,True
1085,51554,S(C=1N=C(O)C(CC)=C(O)N1)CC(=O)NC=2C=CC=CC2,5.1542820930481,2875764,pubchem,305.359,6,3,2.181,True
1086,51762,S(C1=NC(O)=C(C(O)=N1)CC)CC(=O)NC=2C=CC=CC2,5.1542820930481,CHEMBL1567158,chembl20,305.359,6,3,2.181,True
1089,51965,FC(F)(F)C1=CC(N2N=C(/N=C/N(CC)CC)CC2)=CC=C1,5.15429449081421,CHEMBL3196687,chembl20,312.339,3,0,3.5991,True
1090,51974,S1C(N(C(=O)C1C=NC=2C=CC=CC2)CC)=C(C(=O)O)C#N,5.1543140411377,CHEMBL1986996,chembl20,315.354,5,1,2.17258,True
1092,51986,S1C(N2N=C(C(C(N3CCCC3)=C)=C2O)C(F)(F)F)=NC=4C1=CC=CC4,5.15443897247314,1358245,pubchem_screening,380.395,6,1,4.2729,True
1093,51989,O=C(NCC1CCN(CC1)CCC2=CC=C(N)C=C2)C3=NN(C4=C3C=CC=C4)C(C)C,5.154456615448,11397742,pubchem,419.573,5,2,3.8839,True
1094,51990,C=1C=CC2=C(C1)C(=NN2C(C)C)C(NCC3CCN(CC3)CCC4=CC=C(C=C4)N)=O,5.154456615448,CHEMBL3216126,chembl20,419.573,5,2,3.8839,True
